===== Starting battle of <WallE2.0> vs <NestDarwin> with memory tape size: 13 =====

[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >30 | -47 | -74< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >31 | -47 | -74< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >32 | -47 | -73< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >33 | -47 | -73< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >34 | -47 | -73< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >35 | -47 | -72< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >36 | -47 | -72< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >37 | -47 | -72< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >38 | -47 | -71< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >39 | -47 | -71< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >40 | -47 | -71< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >41 | -47 | -70< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >42 | -47 | -70< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >43 | -47 | -70< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >44 | -47 | -69< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >45 | -47 | -69< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >46 | -47 | -69< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >47 | -47 | -68< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >48 | -47 | -68< | -7 | -7 | 123 ]
[ 128 | 0 | 0 | 0 | 0 | 0 | 0 | >49 | -47 | -68< | -7 | -7 | 123 ]
